V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60
1	0	0.399804708690463	0.533902323376008	0.662307468759082	0.562866722548198	0.609379758400162	0.607053445085447	0.752116850127011	0.813571428571429	0.845709735217997	0.803618036180362	0.892623941958888	0.646531258243208	0.70442632498544	0.776221550214865	0.814109165808445	0.507257851675904	0.770450751252087	0.670377867746289	0.738286479250335	0.442352163858606	0.84045864045864	0.691917591125198	0.760192326955825	0.799300209937019	0.807864928403505	0.8813727107738	0.440506329113924	0.538866673168829	0.747830279652845	0.862708136977694	0.813623067279565	0.662852969814995	0.771716853224026	0.583520179372197	0.681871847161103	0.900261842418472	0.835675951955022	0.593769089798412	0.808994852343538	0.587596525096525	0.907475240808574	0.746372605919907	0.806499261447563	0.912765240821826	0.840894568690096	0.830897964281254	0.908615594453285	0.80803427959293	0.400305810397554	0.921692540184091	0.856478722136131	0.788203753351206	0.484184365115228	0.52426006792819	0.921777147583599	0.666759698576612	0.46258064516129	0.714063955293387	0.513854273566926
2	0.399804708690463	0	0.506940179339147	0.486461091654566	0.535315985130111	0.473572439830109	0.622283507997794	0.277818991097923	0.761255584832169	0.895892197348403	0.761804243972892	0.745993200582807	0.657142857142857	0.797214205044548	0.952765203700059	0.827638804148871	0.504667764964305	0.485687470671046	0.85125	0.846880437484464	0.728936464088398	0.680721782360523	0.418165957910806	0.878161205929986	0.821898159215874	0.716607706281671	0.827207351178586	0.516449490388337	0.501412255925335	0.507059800664452	0.916436008962699	0.745317264411209	0.472591726355796	0.685421994884911	0.645799394926693	0.687373396353815	0.902364394993046	0.938699513033515	0.604373251970506	0.812330543439821	0.661278471711977	0.69633365135614	0.795563181762471	0.801418439716312	0.755420054200542	0.77530226871349	0.837051726987275	0.951219512195122	0.788747999507571	0.67966991747937	0.733036707452725	0.83895269853032	0.871798851466708	0.386828834173836	0.428757743723508	0.853572903758777	0.842883548983364	0.388391777509069	0.666921606118547	0.503462501841756
3	0.533902323376008	0.699583153658186	0	0.533238463102257	0.587462752455579	0.506790001968117	0.389287422285988	0.577631121917332	0.734739836434752	0.755495847581827	0.824159186763275	0.843974383854066	0.692546583850932	0.548414830736163	0.893227879387049	0.716694371883163	0.65349985477781	0.256390152109142	0.682850157177786	0.899007886034088	0.772232699840418	0.867256637168142	0.485238800866294	0.806127333652465	0.878968481375358	0.443662568885121	0.906999415090661	0.698224061957538	0.593276910239599	0.49124916499666	0.938837150767682	0.896615210310154	0.580157147883195	0.715886175218463	0.848749623380536	0.721626452189455	0.748012367491166	0.72955764075067	0.742037827943868	0.620124248905184	0.608037508372405	0.835016477091528	0.844697529951191	0.903599939749962	0.837471783295711	0.547890077038059	0.728526645768025	0.851585014409222	0.624186605265792	0.844422376696458	0.867775299127966	0.873534034578648	0.92208174066451	0.541499713795077	0.563322884012539	0.532012346908294	0.400730816077954	0.489982686124165	0.46674182638106	0.45670091453088
4	0.506940179339147	0.690483338336836	0.345349430368985	0	0.510857398701589	0.668276641660672	0.50062840385421	0.493163828256177	0.853211009174312	0.862586605080831	0.8392034847542	0.880458407429362	0.623267114477633	0.725342274378318	0.81954009571612	0.753601589667163	0.535362446699015	0.614675880223758	0.874679148422165	0.616889804325438	0.470166484384494	0.885303337635995	0.728130755064457	0.796875	0.836821126058794	0.536691542288557	0.909794384258236	0.769965075669383	0.672286470670196	0.632340662399109	0.881638846737481	0.87354674311196	0.587944664031621	0.676234698184888	0.662408497201091	0.682090625749221	0.842050052450172	0.87888198757764	0.741364038972542	0.586809176225235	0.330789686668979	0.892876504391196	0.776720677865319	0.686601059803179	0.889345314505777	0.468091603053435	0.688896189224704	0.918780356179169	0.755456218774652	0.762046774446712	0.851901651940069	0.854987314728268	0.890581490581491	0.505540166204986	0.458978328173375	0.684356944147229	0.601789019123998	0.716507370808359	0.562486738807554	0.516891502363657
5	0.662307468759082	0.741971958389869	0.635123403199802	0.616889804325438	0	0.507400224558538	0.618074108491114	0.443232969890967	0.798697151615787	0.643375907838718	0.656398343601656	0.699583153658186	0.7180697915467	0.49584487534626	0.900038845008416	0.805234159779614	0.419538507641594	0.583042522941709	0.905561385099685	0.561625874125874	0.339362051956593	0.652923538230885	0.664758789860998	0.87836853605244	0.871328671328671	0.553749064071024	0.752016129032258	0.474108402176103	0.540196837332744	0.646127755794234	0.931188351338657	0.781390856406954	0.487380543984318	0.604941623676351	0.642846441947566	0.670802919708029	0.882442361287053	0.640998959417274	0.835830134951096	0.625118676251187	0.559533073929961	0.736897829539439	0.816528361941571	0.807723342939481	0.518563195282134	0.569668852983523	0.80836793356755	0.796675571386168	0.793587855443526	0.701924658660964	0.810407130811853	0.827000808407437	0.878730330982094	0.397539911018058	0.517486494171169	0.627626495807029	0.854306706268563	0.784738041002278	0.528479946073475	0.556077348066298
6	0.486461091654566	0.635119280406727	0.57933735577432	0.561625874125874	0.283218634197988	0	0.691386126752127	0.51494717914138	0.769389332646225	0.867161994821569	0.734237829209896	0.690483338336836	0.703344643722734	0.693120450810049	0.795796691012073	0.854836592728705	0.652746673692531	0.590840614642965	0.602202095542532	0.418646162295757	0.540031125713298	0.827629278041469	0.443553492297953	0.854881974248927	0.914397872609852	0.666424418604651	0.846875366396998	0.51279084715259	0.711111111111111	0.547637490317583	0.972183197527395	0.975225448419384	0.530720338983051	0.705990541250657	0.768141334501387	0.594094959436095	0.89434145159336	0.89944469458202	0.796847155586018	0.752214348981399	0.602309344790548	0.672064186725018	0.849761987693022	0.870922152867742	0.648840116682873	0.715297092288243	0.775912408759124	0.924296005239031	0.821467450468104	0.884855269470654	0.86055217594759	0.937881603397929	0.936056243722799	0.654687202890283	0.738120834229198	0.517742810634835	0.381934487702658	0.424435437174291	0.759733036707453	0.664401894173358
7	0.533238463102257	0.636559397057064	0.507257851675904	0.418646162295757	0.691917591125198	0.621347589639598	0	0.23928157589803	0.938493256593076	0.869390824768112	0.776404622954571	0.741971958389869	0.669872565520558	0.571101226580402	0.870213062247598	0.839063854377348	0.410875160875161	0.64945652173913	0.853752559932538	0.427385892116183	0.565976887933351	0.779336138382422	0.744785881772183	0.802408986331033	0.817881215820934	0.516399233020486	0.891282051282051	0.614171122994652	0.670346402740769	0.654932637983485	0.903726708074534	0.934644881627209	0.687483176312248	0.7603125	0.687819350585133	0.699413995174078	0.861831656961355	0.941646405001737	0.757055893746541	0.628891970250851	0.802783951339338	0.552680681676825	0.600772315461161	0.579822616407982	0.787228915662651	0.609161650271619	0.663402918898947	0.940564635958395	0.781364118270703	0.821604825443246	0.856052344601963	0.890122086570477	0.858922558922559	0.616049382716049	0.739782016348774	0.755800021784119	0.480295310387855	0.667813017450006	0.694067190850608	0.688384336952945
8	0.562866722548198	0.706385616862988	0.504667764964305	0.427385892116183	0.418165957910806	0.356702984367598	0.553994934377159	0	0.900105988341282	0.700164744645799	0.847219169048142	0.635119280406727	0.700830306175402	0.474146671172693	0.613032119256186	0.790694834534131	0.501898253606682	0.81628664495114	0.796407185628742	0.549385525716887	0.570865521046823	0.721377598510704	0.620185922974768	0.959353922612709	0.854021947045203	0.577900941321369	0.914927292511623	0.642630484735748	0.580097087378641	0.88051876379691	0.928118855145292	0.896892655367232	0.636201515827017	0.687394144689088	0.718666666666667	0.60355486862442	0.893006913748158	0.628989596191148	0.933915548753039	0.78319667767011	0.519473950429944	0.372957746478873	0.631931287103701	0.644416122351442	0.518472395184724	0.739267142338856	0.932845458458889	0.793165738371218	0.804223042230422	0.764248704663212	0.726798522060422	0.894498248506079	0.925593008739076	0.520982599795292	0.544535387578238	0.578170829259621	0.414679632343146	0.668610879657184	0.67390354072563	0.552275904924654
9	0.535315985130111	0.554193295943655	0.65349985477781	0.549385525716887	0.485238800866294	0.472285123560106	0.593870656370656	0.548411308481361	0	0.829372218539911	0.820497559814308	0.636559397057064	0.639599261798049	0.817078456870394	0.865207995678012	0.904874098070976	0.624414402355776	0.731952388313495	0.729120308559561	0.475253612050415	0.646968337392642	0.800956365809922	0.699935883735841	0.917770034843206	0.902759257359729	0.820635426628414	0.878453038674033	0.567164179104478	0.632241813602015	0.874092648805596	0.97123745819398	0.926032409827496	0.445469480601542	0.754207037225905	0.899584978236664	0.7267395361237	0.956902356902357	0.854453902409783	0.882805816937553	0.857431069266981	0.5438097699664	0.800526469727991	0.695041559186013	0.616292601828761	0.538790225664308	0.875811816885791	0.84112329294095	0.908514979061527	0.853314189997607	0.979317031132177	0.790878427921983	0.897314375987362	0.927165857398416	0.482904591338326	0.459703650162631	0.544953465257071	0.654585321810912	0.678906374185344	0.843000914913083	0.50801393728223
10	0.587462752455579	0.646531258243208	0.535362446699015	0.475253612050415	0.728130755064457	0.688244638602065	0.420943557235158	0.612593248198255	0.614432166156304	0	0.812784443525031	0.706385616862988	0.310965867828613	0.769379310344828	0.882443452838898	0.763800503181885	0.471673079474592	0.698559171118666	0.828538714755975	0.348800752469039	0.859709153122327	0.799270072992701	0.766341256366723	0.876977152899824	0.621347589639598	0.862012320328542	0.903736304897462	0.659296694040851	0.526901248581158	0.841866849691146	0.614432166156304	0.749924676107261	0.490679667335819	0.756193693693694	0.800553059108192	0.718935255143555	0.864159112434041	0.791024631649983	0.825483599663583	0.751159196290572	0.606667562844468	0.775286560020154	0.691483025610482	0.737492973580663	0.595827538247566	0.803673592291479	0.798103157074185	0.883199837777553	0.755406054781355	0.932562620423892	0.830845771144279	0.839449541284404	0.30757341576507	0.40369820488595	0.428907513600941	0.570020295737895	0.610151353004128	0.673550558360104	0.558092432332904	0.51277294134437
