pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60
700014409	-0.192955349711	0.00841885196232	-0.0463479835006	-0.0340207449402	0.125386148243	-0.0246864117804	0.00663385541179	-0.108134390698	0.147449299399	-0.0426637855691	0.015146535765	-0.0102554862453	0.0235783847284	-0.0271616519278	-0.0159456870097	-0.0157874813309	0.0972662639332	-0.125979372089	0.0193093303171	0.0150502839289	0.000315336451994	0.0108745617935	-0.00110199472936	-0.05823125893	-0.0136030483906	0.0720128103674	-0.0317862860179	-0.0688009991288	-0.00101368839018	0.0399047085766	0.00864857846162	0.0295525920635	0.0204197403754	-0.00617414520855	-0.0961273376618	-0.0254573159747	0.0131230174506	0.0178366042669	0.0280300123013	0.0304257847595	-0.0433465864037	-0.0261964485336	-0.00661925090614	-0.00222748888586	-0.0106695328714	0.0337359669103	0.0137905451705	0.00150689452944	-0.000779329711223	-0.000255867240277	-0.0143325760807	-0.000465819828821	-0.0102419830177	0.0054686899463	0.00329361415474	0.00455260235789	-0.000630871629096	0.00351461387907	-0.00153414133302	-2.63096059583e-09
700014515	-0.0114578889028	0.189380633215	0.1861535878	0.0895956525009	-0.0671213166904	-0.061092625261	-0.0257925502958	-0.0300133575061	0.00132436741221	0.0637913390389	-0.0496924984206	0.0432925520139	-0.0315986938358	-0.0258850326164	-0.000573279772437	-0.0850861778193	0.0377532131488	-0.0733638978285	0.000600024268015	-0.0121328870615	-0.0578613132931	-0.012120157679	-0.109643438924	0.0867497619077	0.0243729244271	-0.0233683241645	-0.0441096971931	0.0674176858494	-0.0282094989172	0.0200666159207	-0.0539440475033	-0.0154724751695	-0.0265760974149	0.00836341857044	-0.0407583731274	0.0111276082594	0.0342345747177	0.0363585711737	0.0555811203926	-0.0150992723797	0.0011832999355	0.0170875858718	-0.00621547023723	-0.0180338679971	-0.00878328151689	0.00265585970485	-0.00942240512078	0.00660988092805	-0.0133426476348	0.00773231841611	0.00026622111013	0.00645500768748	-0.00514008714485	0.00980503780252	-0.00625579282732	0.00697588092993	0.00915890819763	-0.00283867281244	0.00265990428299	-2.63096059589e-09
700014609	-0.0978569464639	0.114622081163	0.125652709091	-0.00443506220853	0.0494413838803	0.0557697753476	0.0472929585129	0.0371467922654	-0.0668788763949	-0.000959413263927	0.0907517345324	-0.105976912753	0.0244100592398	0.00837822344601	-0.131239180636	0.0116343443874	-0.019421018198	0.0142557374271	0.0181467258039	0.0495692746204	0.0539457938454	0.0450379418279	0.0120347380136	-0.0396987804098	0.0343245779265	0.0389491151389	-0.0383917195832	-0.0112234690131	0.0580586215225	0.00950356165886	0.0361480499538	0.0395431143422	-0.0574517022138	0.0180750866769	0.0291536492817	0.0261340848968	-0.00678938727259	-0.00191964788515	0.0297144544314	-0.00114542417138	0.012285427875	0.0502012069626	-0.0271767136699	0.00848140667821	0.0206642846027	0.00571113038939	0.0220185814285	-0.0132979360641	-0.0173783946662	-0.026388221332	-0.0135109972534	-0.001785226554	-0.0189669506164	0.00436486151375	-0.0262945233473	0.000353016962044	0.00856632526296	-0.0054523620471	9.8563710905e-05	-2.63096059585e-09
700014731	-0.158086305336	-0.0943968503054	-0.0447878376296	0.0220885076934	-0.0456409236775	0.0977351159581	-0.0665238179617	-0.0454875125435	-0.135032578248	0.0136433966133	0.0432029004588	-0.0934345835075	0.00765567895077	-0.0981421245424	-6.99174142333e-05	-0.0145211219551	-0.012718861249	-0.0577593503688	0.00704386462881	-0.00587866919018	-0.069668531569	-0.0608995518551	-0.0908730049363	-0.0735834764093	-0.0126274555205	0.0324585156995	-0.0332124313723	-0.0258190811878	0.0340446158134	0.0112522748839	0.0544606019397	-0.0442217037766	0.0356892222166	-0.0897775216729	0.0353565685473	0.0047493625271	0.0180471372604	0.0192837599956	-0.0245684720409	-0.0103572247791	0.0236966030576	0.0276651175096	0.0178709434643	-0.0180886432036	-0.00667756520721	0.00477204059169	-0.0328681841886	-0.0217071338951	0.00973470074461	0.00465287333838	-0.0197750960491	-0.000834693029615	0.0071393053382	-0.00522936696442	0.012382989403	0.00563785759126	0.00247472441172	0.000561209718187	0.000283196840775	-2.63096059586e-09
700014785	-0.000397030975209	0.120668442567	0.116763618805	0.0934590901601	0.023009224424	-0.0987729591441	0.0114913375327	0.0174719792599	0.0347069742307	0.112816411847	-0.0616789249262	-0.0410766456665	-0.0469254830166	0.026678458714	-0.0180012746851	-0.0535589697565	0.0196817080732	-0.00812880746248	-0.0496337568758	0.00952684521714	0.0550248799336	-0.0321407524705	-0.0204051138349	0.0141350862372	-0.0428547793425	0.092076920027	-0.0262821224206	-0.0655121131928	-0.0181761033673	-0.0860882212702	-0.0210837834931	0.00702042698076	-0.02563383144	-0.000328409370818	0.0423763657169	-0.0539197596329	0.00754014508295	0.0201381966723	-0.0541157369899	-0.00736120713174	0.07205294862	-0.0228453086798	-0.0229163125425	-0.00723157810452	-0.00296074454918	0.0137231548865	-0.00572782413343	0.0102468082153	0.00441038296164	0.00214142812336	0.0222352506395	-0.0112080598904	0.00228604297615	0.000781160056227	-0.00727687703815	0.00745457376609	-0.000144432840519	0.00392204661745	-0.00156284960863	-2.63096059583e-09
700014911	-0.101015411124	0.144803471792	0.0180190231952	0.0478917251964	0.115293119831	0.0979201758154	-0.0736016147622	-0.0213073326395	0.0302316312143	0.00174185962372	-0.0556584512554	0.0542972196158	-0.0268950166311	0.0221755620454	0.0885216033377	-0.0104904223151	-0.0743851260621	0.0231082521736	-0.0694852833917	0.00814564365512	-0.0757996103275	-0.0103478428586	0.058621414396	-0.0859540319712	-0.0320485082776	-0.0823945236071	0.0434726262988	-0.0362064810472	0.0166571742122	-0.0228223456485	0.0324267911171	0.0259358575287	-0.0779258467021	-0.0283686721694	-0.00935500901974	-0.0245642731493	0.0416667322495	0.0450640139066	-0.00283817572047	0.00135522377481	0.000545904062662	0.0252465652459	0.0131127608771	0.0138299157165	0.0121552485202	-0.00612519895926	0.0115147201683	0.0011236897769	-0.0233541522957	0.014382036904	0.0106856565774	0.00137835206052	-0.00350160925959	0.0135343980316	0.00667166706363	-0.0118640232111	0.0122258381251	0.00505998043378	0.00016431739598	-2.63096059585e-09
700014971	0.165286193659	-0.213221681366	-0.0598692792053	0.0389788065685	0.00243494190867	-0.035287985798	-0.01919215187	-0.0210475042785	-0.0265377237484	-0.025500050909	0.0855725644713	0.05479399828	0.0318144234665	-0.0715558753118	0.0605885998802	-0.012821824061	0.000504222662548	0.00661223956367	-0.012143424539	0.0860725349939	-0.0272519113902	-0.0287983187136	0.0436057556359	0.0196857435954	0.0122147787079	0.037499626723	-0.0282478243988	0.00918547318687	-0.0011865467423	0.0322739393647	-0.0320509235161	-0.0189591228786	-0.0221329298063	0.0668882968291	-0.0203846361841	0.039807248215	-0.0450046070486	-0.0151617682586	-0.034414473693	0.0623996800271	0.0520082754353	-0.00310984916255	-0.0276773815709	-0.0142665358146	0.0404108312431	0.0215473947039	-0.0156573174284	-0.00176974757939	-0.0139871327576	0.00284551832238	-0.0110349026248	-0.0134288834548	0.00863771231366	0.0181213024087	0.0142072463171	-0.00434234746671	0.0123002715246	0.00371020284398	0.000669019921557	-2.63096059586e-09
700015070	-0.0906485012861	0.0993818680938	0.00788287098554	0.0615786170151	0.162742711358	-0.0439240596503	-0.157787837713	0.0584768595375	0.0444104464759	0.0718598053694	-0.0253375613999	-0.00559086325911	-0.0331144426591	-0.0493276387155	0.00100102371723	0.0942219255737	0.00391163859916	0.0241314881536	-0.0164216706141	-0.0115180562636	-0.0173949989131	0.0954079229368	-0.0324738639691	-0.0225095682901	-0.014388832672	-0.0496781681053	-0.0612893778558	0.0419092942912	0.0175631205603	0.00860980462466	-0.00416531208524	0.00555321380072	0.0306198833046	0.0545282050584	0.050378418101	0.00994882389606	-0.00646875723249	-0.0149804726542	-0.0216638653663	-0.00914044295069	0.00302788040645	0.00318287567348	0.000206006505173	0.0240994119538	0.00135940418083	0.019132020919	-0.00366107740374	0.0306113139517	0.0229501690165	-0.00740421375459	-0.037418246841	0.0191012540698	-0.00701776788493	-0.00111527655116	0.00519477790549	0.00214180560084	-0.0062557032725	0.0102478902022	0.000610329305558	-2.63096059586e-09
700015131	0.158268782197	-0.23953662893	0.0330710849811	0.0814200389464	-0.0606376283432	0.0112671901317	-0.00965696671017	-0.0832098393553	-0.0220412843006	0.0560786155922	0.031443898811	-0.0571620626417	0.00295797594658	0.00992926330238	-0.0320093786518	0.0210205556418	0.0497131648148	-0.00447303183648	-0.0618238695984	0.0121200454404	-0.0266733834555	0.0659061960817	0.0763782318492	-0.0274420756079	0.0442009074506	0.0101355489006	-0.0574638317207	0.0692560418976	0.0117735306373	-0.0471393239748	0.01644828264	0.0356815725025	0.0114933370688	-0.0333970255241	-0.052640885438	-0.0105317157691	-0.00917843063362	0.0243304271862	-0.0354127591849	-0.00536848911796	-0.0143702321913	-0.0110911384332	0.0217531552074	-0.00792477864699	-0.0193452865952	0.00230410042721	0.00655784238217	0.0177544705403	0.0322971382317	0.0236862499461	0.00634655424838	-0.00442046283866	0.0126638249319	-0.00306324856329	-0.0274447749267	-0.0149172152501	0.0041852990921	-0.00134033446546	0.00125645612801	-2.63096059587e-09
700015197	-0.0755407830874	0.175703941665	0.125219369845	0.00229238108802	0.00486037147536	-0.0464082552797	-0.0344103241088	0.08495649122	-0.0701651744045	0.00427090077173	0.046772341142	0.0731999583622	0.0276986029757	0.0834200530634	-0.120302199066	-0.0576095487577	0.0693866269897	-0.0121649257449	0.0260698177265	0.0391908965051	-0.0634764482106	0.046455892738	0.0038401695703	-0.0565250284195	-0.0121304452227	0.0118479643393	0.0252919767183	0.00119388637295	0.0252692001528	0.062436446978	-0.000516171127875	-0.00802010412177	0.0253359631687	0.0178510496257	0.00965017017935	0.0181300223516	-0.0270057818317	0.0136139144171	-0.0384495352044	-0.0540389170725	-0.000849209455076	-0.0259924317738	0.0423482328212	-0.0208469501991	-0.00148234504221	0.0110648388963	0.0331928808376	0.00439463943288	-0.0175597866775	0.0066996404977	0.0142985354425	-0.0267209250808	0.0116965327732	0.00375414296823	0.0192470885094	-0.0053119424322	-0.00987352450408	-0.0016962825022	0.000665345262826	-2.63096059586e-09
