OTU_97.101	OTU_97.10201	OTU_97.10220	OTU_97.10463	OTU_97.10494	OTU_97.10497	OTU_97.10499	OTU_97.10517	OTU_97.107	OTU_97.10977	OTU_97.11121	OTU_97.11156	OTU_97.11249	OTU_97.11365	OTU_97.115	OTU_97.11510	OTU_97.11656	OTU_97.117	OTU_97.11744	OTU_97.11765	OTU_97.1185	OTU_97.11855	OTU_97.1189	OTU_97.119	OTU_97.11988	OTU_97.12077	OTU_97.1225	OTU_97.12297	OTU_97.12439	OTU_97.12802	OTU_97.1321	OTU_97.13391	OTU_97.1343	OTU_97.14058	OTU_97.14186	OTU_97.14368	OTU_97.145	OTU_97.14680	OTU_97.14804	OTU_97.14837	OTU_97.14982	OTU_97.153	OTU_97.15438	OTU_97.15508	OTU_97.15634	OTU_97.15796	OTU_97.1580	OTU_97.15809	OTU_97.16	OTU_97.16340	OTU_97.16860	OTU_97.16989	OTU_97.1704	OTU_97.1705	OTU_97.17178	OTU_97.17317	OTU_97.1736	OTU_97.17606	OTU_97.1763	OTU_97.17888	OTU_97.1791	OTU_97.1801	OTU_97.18379	OTU_97.18577	OTU_97.18619	OTU_97.1884	OTU_97.191	OTU_97.19778	OTU_97.19813	OTU_97.1982	OTU_97.19918	OTU_97.20	OTU_97.20253	OTU_97.20271	OTU_97.2109	OTU_97.2113	OTU_97.21154	OTU_97.21206	OTU_97.213	OTU_97.2131	OTU_97.21390	OTU_97.21560	OTU_97.21635	OTU_97.22119	OTU_97.2213	OTU_97.22563	OTU_97.2269	OTU_97.22702	OTU_97.23154	OTU_97.23182	OTU_97.23317	OTU_97.234	OTU_97.23549	OTU_97.23576	OTU_97.236	OTU_97.23603	OTU_97.23667	OTU_97.237	OTU_97.23953	OTU_97.24009	OTU_97.24803	OTU_97.24923	OTU_97.25065	OTU_97.25217	OTU_97.25486	OTU_97.25524	OTU_97.25603	OTU_97.25775	OTU_97.25967	OTU_97.26118	OTU_97.26223	OTU_97.26526	OTU_97.26664	OTU_97.26862	OTU_97.269	OTU_97.26921	OTU_97.274	OTU_97.27701	OTU_97.27797	OTU_97.2800	OTU_97.28063	OTU_97.281	OTU_97.28178	OTU_97.28305	OTU_97.28494	OTU_97.28633	OTU_97.28642	OTU_97.28898	OTU_97.28968	OTU_97.28980	OTU_97.29005	OTU_97.29302	OTU_97.29370	OTU_97.29386	OTU_97.29545	OTU_97.29695	OTU_97.29790	OTU_97.29835	OTU_97.29880	OTU_97.29905	OTU_97.3046	OTU_97.30632	OTU_97.30638	OTU_97.30676	OTU_97.30766	OTU_97.30856	OTU_97.31000	OTU_97.31107	OTU_97.31207	OTU_97.31222	OTU_97.3142	OTU_97.31658	OTU_97.31697	OTU_97.31742	OTU_97.31787	OTU_97.31802	OTU_97.31810	OTU_97.31818	OTU_97.31895	OTU_97.3193	OTU_97.32	OTU_97.32002	OTU_97.32157	OTU_97.32218	OTU_97.32371	OTU_97.32416	OTU_97.32525	OTU_97.32573	OTU_97.32767	OTU_97.32773	OTU_97.32788	OTU_97.32857	OTU_97.32873	OTU_97.32952	OTU_97.32956	OTU_97.33061	OTU_97.33310	OTU_97.33426	OTU_97.33457	OTU_97.335	OTU_97.33579	OTU_97.33622	OTU_97.33688	OTU_97.33707	OTU_97.33749	OTU_97.33881	OTU_97.33966	OTU_97.34053	OTU_97.34346	OTU_97.34372	OTU_97.34404	OTU_97.34438	OTU_97.34538	OTU_97.34541	OTU_97.34692	OTU_97.34847	OTU_97.34945	OTU_97.35027	OTU_97.35109	OTU_97.35161	OTU_97.3517	OTU_97.35171	OTU_97.35197	OTU_97.35207	OTU_97.35367	OTU_97.35408	OTU_97.35534	OTU_97.35551	OTU_97.35610	OTU_97.35638	OTU_97.35824	OTU_97.3594	OTU_97.35988	OTU_97.36	OTU_97.36018	OTU_97.36154	OTU_97.36157	OTU_97.3616	OTU_97.36204	OTU_97.36283	OTU_97.3666	OTU_97.36839	OTU_97.36941	OTU_97.36948	OTU_97.36958	OTU_97.370	OTU_97.37120	OTU_97.37156	OTU_97.37259	OTU_97.37314	OTU_97.37443	OTU_97.37448	OTU_97.37463	OTU_97.37486	OTU_97.37491	OTU_97.37504	OTU_97.37509	OTU_97.37654	OTU_97.37721	OTU_97.37770	OTU_97.37841	OTU_97.37847	OTU_97.37867	OTU_97.37875	OTU_97.37887	OTU_97.37899	OTU_97.37929	OTU_97.37951	OTU_97.37954	OTU_97.37990	OTU_97.38034	OTU_97.38092	OTU_97.38106	OTU_97.38187	OTU_97.38219	OTU_97.38230	OTU_97.38331	OTU_97.38427	OTU_97.38446	OTU_97.38530	OTU_97.38586	OTU_97.38593	OTU_97.38639	OTU_97.38700	OTU_97.38737	OTU_97.38778	OTU_97.38903	OTU_97.38934	OTU_97.39066	OTU_97.39091	OTU_97.39096	OTU_97.39112	OTU_97.39115	OTU_97.39182	OTU_97.39219	OTU_97.39245	OTU_97.39246	OTU_97.39306	OTU_97.39312	OTU_97.39353	OTU_97.39423	OTU_97.3944	OTU_97.39497	OTU_97.39522	OTU_97.39544	OTU_97.39578	OTU_97.39601	OTU_97.39651	OTU_97.39679	OTU_97.39685	OTU_97.39787	OTU_97.39842	OTU_97.39846	OTU_97.39887	OTU_97.39904	OTU_97.39912	OTU_97.39925	OTU_97.39950	OTU_97.39998	OTU_97.40	OTU_97.40055	OTU_97.40125	OTU_97.40164	OTU_97.40176	OTU_97.40223	OTU_97.40226	OTU_97.40277	OTU_97.40308	OTU_97.40329	OTU_97.40335	OTU_97.40405	OTU_97.40457	OTU_97.40529	OTU_97.40548	OTU_97.40575	OTU_97.40593	OTU_97.40598	OTU_97.40605	OTU_97.40685	OTU_97.40695	OTU_97.40699	OTU_97.40782	OTU_97.40792	OTU_97.40822	OTU_97.41051	OTU_97.41153	OTU_97.41189	OTU_97.41252	OTU_97.41260	OTU_97.41334	OTU_97.41451	OTU_97.41558	OTU_97.41564	OTU_97.41566	OTU_97.41593	OTU_97.41612	OTU_97.41649	OTU_97.41687	OTU_97.41815	OTU_97.41846	OTU_97.41849	OTU_97.41867	OTU_97.41956	OTU_97.41974	OTU_97.41993	OTU_97.42	OTU_97.42136	OTU_97.42194	OTU_97.42206	OTU_97.42207	OTU_97.42209	OTU_97.42242	OTU_97.42275	OTU_97.42278	OTU_97.42321	OTU_97.42345	OTU_97.42356	OTU_97.42393	OTU_97.42406	OTU_97.42422	OTU_97.42432	OTU_97.42447	OTU_97.42450	OTU_97.42482	OTU_97.42494	OTU_97.42502	OTU_97.42589	OTU_97.42615	OTU_97.42626	OTU_97.42628	OTU_97.42658	OTU_97.42662	OTU_97.42663	OTU_97.42688	OTU_97.42789	OTU_97.42805	OTU_97.42820	OTU_97.42824	OTU_97.42838	OTU_97.42852	OTU_97.42854	OTU_97.42855	OTU_97.42864	OTU_97.42866	OTU_97.42870	OTU_97.42878	OTU_97.42905	OTU_97.42917	OTU_97.42930	OTU_97.42938	OTU_97.42948	OTU_97.42967	OTU_97.42986	OTU_97.42987	OTU_97.42989	OTU_97.42996	OTU_97.43000	OTU_97.43010	OTU_97.43012	OTU_97.43017	OTU_97.43020	OTU_97.43028	OTU_97.43046	OTU_97.43049	OTU_97.43057	OTU_97.43068	OTU_97.43072	OTU_97.43092	OTU_97.43098	OTU_97.43120	OTU_97.43147	OTU_97.43162	OTU_97.43185	OTU_97.43205	OTU_97.43258	OTU_97.43265	OTU_97.43301	OTU_97.43346	OTU_97.43466	OTU_97.43549	OTU_97.43593	OTU_97.43676	OTU_97.43685	OTU_97.43758	OTU_97.43843	OTU_97.43848	OTU_97.43859	OTU_97.43881	OTU_97.43910	OTU_97.43924	OTU_97.43971	OTU_97.43982	OTU_97.44048	OTU_97.44093	OTU_97.44129	OTU_97.44157	OTU_97.44158	OTU_97.44188	OTU_97.44228	OTU_97.44294	OTU_97.44308	OTU_97.44375	OTU_97.44406	OTU_97.44427	OTU_97.44452	OTU_97.44458	OTU_97.44484	OTU_97.44523	OTU_97.44532	OTU_97.44545	OTU_97.44550	OTU_97.44564	OTU_97.44565	OTU_97.44566	OTU_97.44581	OTU_97.44594	OTU_97.44629	OTU_97.44630	OTU_97.44656	OTU_97.44665	OTU_97.44693	OTU_97.44791	OTU_97.44798	OTU_97.44820	OTU_97.44833	OTU_97.44851	OTU_97.44935	OTU_97.44941	OTU_97.44944	OTU_97.44958	OTU_97.44981	OTU_97.44997	OTU_97.45001	OTU_97.45011	OTU_97.45028	OTU_97.45053	OTU_97.45058	OTU_97.45103	OTU_97.45120	OTU_97.45122	OTU_97.45128	OTU_97.45141	OTU_97.45143	OTU_97.45146	OTU_97.45148	OTU_97.45223	OTU_97.45246	OTU_97.45277	OTU_97.45293	OTU_97.45297	OTU_97.453	OTU_97.45307	OTU_97.45310	OTU_97.45311	OTU_97.45321	OTU_97.45328	OTU_97.45337	OTU_97.45340	OTU_97.45345	OTU_97.45358	OTU_97.45362	OTU_97.45365	OTU_97.45366	OTU_97.45372	OTU_97.45396	OTU_97.45398	OTU_97.45428	OTU_97.45429	OTU_97.45455	OTU_97.48	OTU_97.487	OTU_97.49	OTU_97.50	OTU_97.5031	OTU_97.5033	OTU_97.5231	OTU_97.53	OTU_97.54	OTU_97.543	OTU_97.5453	OTU_97.55	OTU_97.557	OTU_97.56	OTU_97.57	OTU_97.5783	OTU_97.59	OTU_97.6	OTU_97.60	OTU_97.62	OTU_97.6351	OTU_97.6368	OTU_97.6559	OTU_97.7102	OTU_97.7163	OTU_97.7260	OTU_97.73	OTU_97.7385	OTU_97.741	OTU_97.772	OTU_97.7846	OTU_97.8114	OTU_97.8165	OTU_97.82	OTU_97.8354	OTU_97.8528	OTU_97.88	OTU_97.8873	OTU_97.899	OTU_97.903	OTU_97.913	OTU_97.92	OTU_97.920	OTU_97.939	OTU_97.9740
700014409	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	2	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	3	2	1	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	1	0	0	3	0	0	0	0	0	1	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	6	0	1	0	136	0	11	1	0	0	0	0	0	1	4	1	0	0	0	0	0	1	0	0	6	0	0	1	0	0	0	2	0	0	0	0	3	0	17	0	1	0	1	0	0	2	0	2	0	2	4	0	0	2	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	52	0	0	15	0	0	1	0	1	0	0	1	0	0	2	7	0	0	0	3	0	0	5	0	7	0	32	4	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	3	7	1	0	0	1	1	4	0	22	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	10	0	0	1	5	4	0	0	0	1	1	0	0	1	0	16	0	0	0	0	0	1	5	1	1	0	0	16	6	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	3	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	2
700014515	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	2	0	4	1	0	1	0	4	0	1	0	10	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	6	1	0	1	0	0	1	0	2	0	1	1	0	1	0	0	1	0	0	0	0	8	1	0	14	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	4	0	1	0	0	0	0	1	1	2	0	0	3	0	0	1	0	0	0	0	0	3	1	1	0	0	2	0	0	0	1	0	0	0	2	1	0	0	0	0	1	4	0	1	0	1	1	1	0	26	0	0	6	0	9	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	8	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	7	1	0	6	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	0	0	1	0	0	0	3	0	4	0	11	0	6	0	0	0	0	1	0	14	0	3	0	0	5	0	0	0	1	2	0	3	6	0	0	0	0	1	0	1	2	0	0	5	3	5	1	0	0	0	0	0	0	1	0	1	0	57	1	0	3	2	4	0	0	3	0	92	1	12	1	4	0	0	0	1	0	1	0	0	0	2	0	2	3	0	2	2	22	4	0	0	0	1	0	1	0	0	0	0	0	0	0	46	0	8	3	0	0	8	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
700014609	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	1	5	2	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	19	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	3	1	1	5	3	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	6	1	0	1	0	1	1	0	1	1	0	7	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	4	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	1	9	0	31	0	1	0	0	3	0	1	2	0	29	0	1	8	0	0	0	1	2	0	0	2	1	0	5	1	3	0	1	0	0	0	0	2	2	0	2	0	35	1	0	6	1	24	0	0	3	0	58	1	6	3	0	0	1	1	2	1	0	0	1	0	1	0	0	0	0	1	6	0	0	0	1	0	2	0	1	0	0	1	0	0	7	0	88	0	5	3	0	0	15	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	1	0	1	1	6	0	0	0	0	0	0
700014731	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	4	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	9	7	0	0	0	0	1	1	0	0	4	0	2	0	0	0	0	2	0	3	0	0	1	6	0	1	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	3	0	0	0	1	0	5	1	4	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	2	0	2	0	0	0	1	0	2	1	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	2	2	2	0	0	119	1	7	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	36	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	92	0	0	23	0	0	0	0	1	0	0	2	0	0	0	5	3	0	0	0	0	2	2	0	4	0	34	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	6	0	0	5	0	0	0	1	6	4	2	0	0	4	0	7	1	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	15	0	1	0	0	1	3	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	11	0	0	0	0	0	0
700014785	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	5	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2	1	0	0	2	0	0	0	1	1	0	0	3	0	0	0	0	3	0	1	1	1	0	0	2	0	4	0	3	1	0	0	0	0	3	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	4	0	1	0	1	0	0	0	9	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	8	3	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	3	0	8	0	0	0	0	1	0	9	0	1	2	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	3	0	1	5	0	5	0	2	0	0	0	0	0	1	11	0	3	4	0	2	1	0	0	0	2	1	0	0	3	0	2	0	1	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	6	0	2	0	0	1	0	0	0	0	0	1	0	0	0	3	2	0	0	0	2	15	1	4	0	4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	9	0	0	1	0	0	0	0	2	0	0	0	0	3	0	1	0	0	2	2	1	1	1	1	1	0	2	0	0	1	6	0	0	1	0	6	0	1	0	0	0	1	0	2	1	0	0	0	2	0	3	0	3	2	36	17	0	0	4	3	0	68	2	8	0	5	4	2	0	0	2	3	0	1	14	1	0	0	0	4	0	0	2	1	0	6	1	6	0	0	1	0	0	0	1	1	0	0	4	11	3	0	1	2	0	0	0	0	0	23	1	17	0	0	0	0	2	2	1	1	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	2	1	0	0	26	12	1	2	0	0	8	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	0	1	0	1	0	0	0	0	0	0	2	4	0	0	1	2	1	0	0
700014911	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	1	3	0	0	0	0	0	1	0	0	22	0	0	0	1	0	0	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	8	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	4	1	0	0	0	3	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	1	1	0	0	0	1	0	0	0	1	8	0	0	0	20	2	1	1	0	0	0	0	0	0	0	1	0	0	21	1	0	1	0	3	0	0	1	0	1	1	1	0	2	0	0	0	0	1	0	0	0	0	0	4	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	1	1	0	0	1	2	2	2	0	0	0	36	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	1	6	0	0	0	0	1	1	0	0	1	0	0	2	1	0	0	1	0	0	2	0	6	0	9	1	0	2	0	0	0	3	1	0	1	0	0	0	1	2	0	1	0	0	0	1	1	0	6	0	6	0	16	0	1	0	0	0	0	15	0	0	0	0	2	1	0	0	1	1	1	2	4	0	0	0	0	4	1	0	0	1	1	0	0	14	0	0	0	2	1	1	2	0	13	0	1	19	1	0	0	4	4	0	0	1	1	13	1	37	0	6	0	0	1	0	0	4	0	0	0	2	1	2	2	0	1	1	17	0	0	0	0	2	6	0	0	6	0	0	0	1	0	74	9	0	0	0	1	21	0	0	0	0	0	4	0	2	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
700014971	1	3	0	0	0	0	3	0	0	1	1	1	1	1	1	0	8	0	0	0	0	3	0	0	0	0	1	2	2	0	6	1	0	0	5	1	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	3	4	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	6	0	2	1	0	0	0	0	2	1	4	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	1	1	1	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	3	5	0	2	1	0	2	0	1	0	0	0	0	1	0	0	2	1	1	0	0	2	0	0	2	1	3	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	1	0	6	1	2	15	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	2	5	6	0	1	6	0	0	0	1	5	0	21	0	0	0	12	0	0	5	0	1	5	1	0	1	1	2	3	0	1	0	1	0	1	2	2	0	0	1	1	1	2	0	0	0	1	0	2	1	11	7	3	0	0	2	0	6	8	1	0	2	0	0	0	1	0	0	0	0	0	0	0	13	0	0	1	8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	3	2	1	0	0	0	1	1	1	0	1	2	0	0	0	11	0	3	2	0	2	0	9	0	11	0	28	3	0	1	0	0	0	2	0	1	0	1	0	0	2	3	4	1	0	0	1	2	0	0	2	0	3	0	3	1	0	0	5	0	0	16	0	0	1	0	0	0	0	0	0	0	2	0	0	0	10	0	0	4	1	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	1	0	3	4	0	1	0	32	1	3	0	0	1	0	0	2	0	0	0	1	0	2	0	2	1	0	4	0	0	1	0	0	2	0	3	5	2	0	0	1	1	24	2	0	0	0	0	8	0	1	0	1	0	0	3	0	11	0	0	0	2	2	0	0	0	1	0	2	3	0	0	3	0	0	0	2	0	0	0	1	1	0	0	0	0	3	1	0	0	2	0	0	0	0
700015070	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	7	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	7	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	3	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	7	0	0	6	0	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	33	1	1	2	0	3	0	1	0	0	1	1	0	0	51	0	0	5	0	1	1	0	0	0	0	2	0	0	0	1	0	0	1	1	0	3	1	0	0	0	0	1	1	1	0	0	0	3	0	3	0	0	0	0	4	0	0	0	1	0	1	2	0	0	0	0	1	1	0	1	0	8	0	3	0	0	40	1	0	0	3	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	1	1	0	5	1	7	1	13	3	1	2	0	0	0	1	1	0	1	0	0	0	0	4	2	1	0	1	1	1	3	0	2	0	2	1	2	0	0	0	0	2	0	39	0	0	0	0	0	0	0	1	0	5	0	1	6	0	0	1	1	2	0	0	1	0	0	0	1	8	0	0	0	0	1	0	3	0	5	0	0	18	0	0	3	1	3	0	0	0	1	9	0	38	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	1	2	0	0	4	0	0	1	0	0	46	2	0	0	0	1	19	0	1	0	0	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
